,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
7856,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,12/09/2014 to present,SCG,STONY CK NR GRIZZLY FLAT (CO RD 200A),496,39.73181,-122.413997,GLENN,STONY CR,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7857,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,11/25/2014 to present,SUW,STONY CREEK NR SUWANNA RANCH (CO RD 410),890,39.484825,-122.514133,GLENN,STONY CR,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7858,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,08/01/2018 to present,SNY,STONYFORD RAWS,1263,39.3672,-122.5728,COLUSA,STONY CR,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7859,"WIND, SPEED, MPH",9,(event),(WIND SP),SATELLITE,01/20/2010 to present,SCW,SUCCESS WEATHER,590,36.05,-118.9139,TULARE,TULE R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7860,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,09/08/2000 to present,SUG,SUGARLOAF (USFS),4200,40.917,-122.438,SHASTA,SACRAMENTO R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7861,"WIND, SPEED, MPH",9,(event),(WIND SP),DATA XCHG-NWS,10/10/2018 to present,SYC,SYCAMORE CANYON,4800,34.583,-119.076,VENTURA,SANTA CLARA R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7862,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,10/05/2013 to present,POU,TUOLUMNE STF 2 PORTABLE RAWS,2800,37.9487,-120.2706,TUOLUMNE,TUOLUMNE R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7863,"WIND, SPEED, MPH",9,(event),(WIND SP),SATELLITE,05/18/2017 to present,UCM,UC MERCED WEATHER STATION,270,37.36911,-120.42013,MERCED,SAN JOAQUIN R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7864,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,03/01/2018 to present,UMT,UPPER MET,7920,38.4518,-120.1353,CALAVERAS,MOKELUMNE R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7865,"WIND, SPEED, MPH",9,(hourly),(WIND SP),SATELLITE,05/01/2011 to present,WWS,WESTLEY WEATHER STATION,88,37.5172,-121.2308,STANISLAUS,SAN JOAQUIN R,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7866,"WIND, SPEED, MPH",9,(event),(WIND SP),DATA XCHG-NWS,07/24/1997 to 09/19/2014,WLD,WOODLAND,70,38.688,-121.795,YOLO,SACTO VLY WEST,WIND SP,USIZZZZ,"WIND, SPEED",MPH
7867,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/03/2005 to 01/21/2016,ACN,ACTON,2600,34.446,-118.2,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7868,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,04/24/2003 to 05/04/2017,POP,ANTELOPE VALLEY CALIF POPPY RESERVE,2760,34.738,-118.404,LOS ANGELES,ANTELOPE VALLEY,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7869,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/12/1997 to 01/26/2017,BHL,BEVERLY HILLS,1260,34.125,-118.42,LOS ANGELES,LOS ANGELES R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7870,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-SMUD,11/29/2018 to present,BHS,BIG HILL MET STATION,6135,38.841667,-120.407501,EL DORADO,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7871,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),DATA XCHG-SMUD,10/01/2018 to 11/29/2018,BHS,BIG HILL MET STATION,6135,38.841667,-120.407501,EL DORADO,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7872,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,06/06/2000 to 12/15/2005,BNV,BOONVILLE,840,38.9875,-123.3486,MENDOCINO,NAVARRO RIVER,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7873,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,04/01/1999 to 04/30/2013,CSU,CALIFORNIA STATE UNIV AT SACRAMENTO,25,38.555,-121.416,SACRAMENTO,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7874,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/15/1998 to 02/24/2016,CP9,CAMP 9,3998,34.3532,-118.4186,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7875,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,09/08/2019 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7876,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,02/25/1997 to 06/19/2006,CHE,CHEESEBORO,1650,34.1847,-118.7172,VENTURA,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7877,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,07/06/1998 to 12/08/2015,CMO,CLAREMONT,1645,34.137,-117.707,LOS ANGELES,LOS ANGELES R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7878,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/10/2000 to 05/08/2018,CRK,CLARK TRAINING CENTER,1720,33.8772,-117.3042,RIVERSIDE,SAN JACINTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7879,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/02/2012 to present,CFF,COFFEE CREEK RANGER STATION,2503,41.0894,-122.7086,TRINITY,TRINITY R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7880,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,10/15/2002 to 06/01/2014,CON,CONVERSE,5618,34.194,-116.913,SAN BERNARDINO,SANTA ANA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7881,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/11/1998 to 04/28/2017,DVL,DEL VALLE,1278,34.431,-118.666,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7882,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/04/2006 to 11/16/2016,DPO,DEVILS POSTPILE,7569,37.62941,-119.08467,MADERA,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7883,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/16/2000 to present,DOY,DOYLE CROSSING,5670,40.1192,-120.483,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7884,"ATMOSPHERIC PRESSURE, INCHES",17,(daily),(BAR PRE),SATELLITE,12/31/2013 to 06/26/2019,DOY,DOYLE CROSSING,5670,40.1192,-120.483,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7885,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,04/05/2005 to present,EPK,EAST PARK RESERVOIR,1205,39.367,-122.517,COLUSA,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7886,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,10/01/1995 to present,FLD,FOLSOM DAM - FOLSOM POINT (DYKE 8),350,38.693054,-121.129723,SACRAMENTO,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7887,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/06/2007 to 07/17/2020,FRT,FRIANT DAM,578,36.995,-119.692,FRESNO,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7888,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/10/2005 to 04/16/2009,HTG,HASTINGS,1824,36.388,-121.551,MONTEREY,CARMEL R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7889,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,09/14/2016 to present,HHM,HIGHLAND MEADOW,8700,38.487312,-119.805748,ALPINE,MOKELUMNE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7890,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/27/2003 to 08/31/2009,JAR,JARBO GAP,2700,39.736,-121.489,BUTTE,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7891,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,02/07/2005 to present,JDP,JORDAN PEAK,6812,40.036,-120.2889,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7892,"ATMOSPHERIC PRESSURE, INCHES",17,(daily),(BAR PRE),SATELLITE,06/26/2019 to 07/01/2019,JDP,JORDAN PEAK,6812,40.036,-120.2889,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7893,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/24/2000 to 07/01/2005,JUC,JUNIPER CREEK,4700,41.328,-120.467,MODOC,PIT R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7894,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/13/2015 to present,LC1,LAKE CTY RAWS1 (COBB MT),4725,38.8064,-122.7405,LAKE,CACHE CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7895,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/10/2004 to 04/14/2017,LPA,LAKE PALMDALE,2980,34.5372,-118.1014,LOS ANGELES,MOJAVE DESERT,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7896,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,06/29/1999 to 03/03/2016,LCL,LEO CARRILLO STATE PARK,50,34.046,-118.936,LOS ANGELES,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7897,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,07/17/2003 to 05/04/2007,LBN,LOS BANOS (CDF),350,37.053,-121.049,MERCED,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7898,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/01/1992 to 06/01/2015,LTH,LOST HORSE,4100,34.017,-116.183,RIVERSIDE,WHITEWATER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7899,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/12/2002 to 03/16/2017,MLB,MALIBU,1575,34.0617,-118.644,LOS ANGELES,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7900,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/23/2005 to present,MCY,MALIBU CANYON,610,34.0839,-118.7033,LOS ANGELES,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7901,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,09/27/2017 to 09/10/2019,MDW,MEADOW LAKE,7200,39.406075,-120.506256,NEVADA,YUBA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7902,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/27/2017 to 09/10/2019,MDW,MEADOW LAKE,7200,39.406075,-120.506256,NEVADA,YUBA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7903,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,07/19/1999 to 12/31/2012,MLL,MILL CREEK NEAR YUCAIPA,2950,34.083,-117.035,SAN BERNARDINO,SANTA ANA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7904,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/08/2000 to 06/01/2014,MRN,MORMON ROCK,3300,34.317,-117.502,SAN BERNARDINO,LYTLE CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7905,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/14/2007 to 02/10/2021,TAY,NELSON ST TAYLORSVILLE,3540,40.0793,-120.8357,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7906,"ATMOSPHERIC PRESSURE, INCHES",17,(daily),(BAR PRE),SATELLITE,06/26/2019 to 07/01/2019,TAY,NELSON ST TAYLORSVILLE,3540,40.0793,-120.8357,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7907,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/29/2010 to present,NHW,NEW HOGAN WEATHER,554,38.1508,-120.8156,CALAVERAS,CALAVERAS R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7908,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/23/2005 to 08/28/2016,NHP,NEWHALL PASS,2135,34.3369,-118.5203,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7909,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,PFW,PINE FLAT WEATHER,610,36.8236,-119.3369,FRESNO,KINGS R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7910,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/12/2013 to present,PNT,PINEHURST,4060,36.68528,-119.0,FRESNO,KINGS R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7911,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/01/2011 to present,PWS,PLACERVILLE WEATHER STATION,1858,38.69543,-120.8243,EL DORADO,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7912,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/24/2009 to present,PVP,POTTER VALLEY PH,1020,39.367,-123.133,MENDOCINO,RUSSIAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7913,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/10/2001 to 05/23/2009,QTZ,QUARTZ HILL,4238,41.6,-122.929,SISKIYOU,SCOTT R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7914,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/13/2007 to present,RBW,RAINBOW DIVERSION DAM,1297,39.371,-122.605,COLUSA,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7915,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/24/2000 to 05/01/2017,RIC,RICE VALLEY,831,34.06075,-114.732278,RIVERSIDE,COLORADO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7916,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,07/06/1998 to 09/13/2016,SDD,SADDLEBACK BUTTE,2590,34.668,-117.821,LOS ANGELES,ANTELOPE VALLEY,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7917,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,01/04/2005 to 04/18/2017,SRA,SAN RAFAEL HILLS,1770,34.1942,-118.2125,LOS ANGELES,LOS ANGELES R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7918,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,04/29/2005 to 10/27/2016,SAF,SANTA FE,500,34.1261,-117.9464,LOS ANGELES,SAN GABRIEL R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7919,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/04/2005 to 03/08/2017,SAU,SAUGUS,1450,34.425,-118.525,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7920,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/25/2009 to present,SCD,SCOTT DAM,1807,39.4083,-122.9586,LAKE,EEL R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7921,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,01/01/1993 to 09/30/2009,SRT,SECRET TOWN,2720,39.183,-120.883,NEVADA,BEAR R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7922,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/17/2001 to 05/26/2009,TCK,THOMES CREEK (CDF),1025,39.858,-122.612,TEHAMA,SACRAMENTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7923,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/29/2006 to present,TVL,THOMPSON VALLEY,5404,39.979,-120.4789,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7924,"ATMOSPHERIC PRESSURE, INCHES",17,(daily),(BAR PRE),COMPUTED,07/11/2018 to 07/01/2019,TVL,THOMPSON VALLEY,5404,39.979,-120.4789,PLUMAS,FEATHER R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7925,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/23/2005 to 04/28/2017,TNR,TONNER CANYON,1340,33.9475,-117.8222,LOS ANGELES,SANTA ANA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7926,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/10/2010 to 08/31/2016,TPG,TOPANGA RAWS,1600,34.1364,-118.605,LOS ANGELES,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7927,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,05/17/2005 to present,TAF,TRAVIS AFB,59,38.2667,-121.9333,SOLANO,DELTA,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7928,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),COMPUTED,04/04/2005 to present,TAF,TRAVIS AFB,59,38.2667,-121.9333,SOLANO,DELTA,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7929,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,04/23/2001 to 06/01/2009,TNC,TRINITY CAMP,2100,40.679,-122.833,TRINITY,TRINITY R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7930,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,04/08/2002 to 07/01/2014,VAN,VANDENBERG,1050,34.759,-120.486,SANTA BARBARA,SANTA YNEZ R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7931,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/10/2001 to 07/25/2006,WED,WEED AIRPORT,2930,41.478889,-122.45472,SISKIYOU,SHASTA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7932,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,09/17/1999 to 04/12/2017,WTK,WHITAKER,4120,34.569,-118.74,LOS ANGELES,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7933,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/05/1999 to 04/08/2016,WWP,WHITTIER HILLS WILDERNESS PRESERVE,950,33.984,-118.01,LOS ANGELES,SAN GABRIEL R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7934,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/06/2005 to 04/14/2011,WLY,WILEY RIDGE,1665,34.3717,-118.8408,VENTURA,VENTURA LA COASTAL,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7935,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/29/2010 to present,BLW,BLACK BUTTE WEATHER,425,39.8083,-122.3292,TEHAMA,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7936,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-DWR DES,05/15/2009 to 07/31/2019,BLL,BLACKLOCK (NE1),0,38.1801,-121.9069,SOLANO,SACRAMENTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7937,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),DATA XCHG-DWR DES,01/07/2005 to 07/31/2019,BLL,BLACKLOCK (NE1),0,38.1801,-121.9069,SOLANO,SACRAMENTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7938,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,06/28/2016 to present,BYT,BRYTE TEST SITE,25,38.5992,-121.540356,YOLO,SACRAMENTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7939,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,07/16/2018 to present,CMW,CAMP MATHER WEATHER,4810,37.878168,-119.859412,TUOLUMNE,TUOLUMNE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7940,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,07/06/2008 to 09/01/2015,CF1,CFA RAWS NR IONE,660,38.38,-120.9303,AMADOR,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7941,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/05/2018 to present,CSP,CHALK PLANT NR NEW SAN PEDRO,895,37.808183,-120.542367,TUOLUMNE,TUOLUMNE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7942,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,12/21/2018 to present,DPW,DON PEDRO RESERVOIR WEATHER,830,37.70028,-120.417712,TUOLUMNE,TUOLUMNE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7943,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,ELW,EASTMAN LAKE WEATHER,540,37.2133,-119.97,MADERA,CHOWCHILLA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7944,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,10/25/2018 to present,EW3,EASTSIDE WELL MW-3,164,37.4775,-120.70306,MERCED,MERCED R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7945,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/08/1991 to 12/27/2009,ESP,ESPERANZA (BANNER ROAD),2512,38.284417,-120.48975,CALAVERAS,CALAVERAS R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7946,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,01/21/2015 to present,GRI,GRINDSTONE CK NR GRINDSTONE RANCHERIA,630,39.67911,-122.53054,GLENN,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7947,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,08/12/2010 to 08/25/2016,HEN,HENNINGER FLATS,2800,34.195,-118.0934,LOS ANGELES,LOS ANGELES R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7948,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,HIW,HENSLEY LAKE WEATHER,440,37.115,-119.8833,MADERA,FRESNO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7949,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,IWS,ISABELLA WEATHER,2660,35.6458,-118.4764,KERN,KERN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7950,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,10/12/0144 to present,JMW,JUNE MOUNTAIN WEATHER PLOT,9220,37.754411,-119.07781,MONO,MONO LAKE,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7951,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,LKW,LAKE KAWEAH WEATHER,570,36.4153,-118.6975,TULARE,KAWEAH R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7952,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,CDW,LAKE MENDOCINO WEATHER,670,39.2031,-123.1853,MENDOCINO,RUSSIAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
